step,cpu,ram,cos(theta1),sin(theta1),theta_dot1,cos(theta2),sin(theta2),theta_dot2,reward
257,3.0,482.453125,0.86875975,-0.49523377,0.3520133,0.935995,0.6186818,2.5546227,-1.0
258,3.2,482.453125,0.95646095,-0.29186025,0.024063533,0.99971044,1.5204623,0.84188616,-1.0
259,4.5,482.453125,0.9991013,0.04238682,-0.02708,0.99963325,1.7685124,-0.24922788,-1.0
260,6.9,482.453125,0.9279993,0.37258196,0.109496646,0.99398714,1.5449407,-1.0206667,-1.0
261,3.2,482.453125,0.79954064,0.600612,0.3618149,0.93224996,1.0383084,-1.5128027,-1.0
262,3.5,482.453125,0.7210681,0.69286424,0.593439,0.804879,0.15921696,-1.0989022,-1.0
263,3.5,482.453125,0.75194615,0.6592245,0.7419535,0.6704514,-0.5988098,-0.9250066,-1.0
264,3.5,482.453125,0.86524826,0.50134367,0.834315,0.55128807,-1.3072748,-0.62898046,-1.0
265,8.4,482.46875,0.97026,0.242065,0.9226361,0.38567168,-1.4400784,-1.2887378,-1.0
266,3.5,482.484375,0.9983832,-0.05684116,0.9911456,0.13277929,-1.5349777,-1.3177996,-1.0
267,3.5,482.484375,0.9376509,-0.34757835,0.99293756,-0.118638225,-1.4109716,-1.1762909,-1.0
268,4.2,482.484375,0.835926,-0.54884213,0.9213921,-0.38863435,-0.82570064,-1.6063172,-1.0
269,3.0,482.484375,0.76332086,-0.6460195,0.7705126,-0.6374248,-0.3623634,-1.3258233,-1.0
270,4.0,482.484375,0.7685557,-0.6397829,0.542467,-0.8400771,0.44683576,-1.7264385,-1.0
271,3.6,482.484375,0.8644883,-0.50265294,0.19958527,-0.97988045,1.209369,-1.9480531,-1.0
272,3.4,482.46875,0.97107816,-0.23876175,-0.12927574,-0.9916087,1.6048087,-1.2946128,-1.0
273,3.8,482.46875,0.99590546,0.09040072,-0.28311062,-0.95908725,1.6330466,-0.20108505,-1.0
274,3.0,482.46875,0.92711616,0.3747742,-0.2004628,-0.97970134,1.214143,1.1216929,-1.0
275,3.5,482.46875,0.8568585,0.5155517,0.18399487,-0.9829272,0.29179686,2.7907388,-1.0
276,3.0,482.46875,0.88548046,0.46467662,0.79814017,-0.6024718,-0.86539674,4.561821,-1.0
277,0.0,482.46875,0.97536093,0.22061521,0.92241013,0.38621178,-1.5552346,5.5089297,-1.0
278,3.2,482.46875,0.9990701,-0.043114763,0.21349452,0.97694427,-1.0470798,3.9829564,-1.0
279,3.2,482.46875,0.97839326,-0.20675266,-0.438186,0.89888436,-0.61971104,2.747101,-1.0
280,3.5,482.46875,0.9584157,-0.28537583,-0.7705163,0.63742036,-0.20182836,1.5535237,-1.0
281,3.2,482.46875,0.9544343,-0.2984212,-0.90321004,0.42919877,0.06517929,0.9448539,-1.0
282,3.5,482.484375,0.9667256,-0.2558157,-0.94793177,0.31847343,0.36886638,0.27346155,-1.0
283,3.2,482.484375,0.98788005,-0.15521938,-0.9411291,0.33804742,0.63690203,-0.45850682,-1.0
284,3.0,482.484375,0.9997721,-0.021349832,-0.8872075,0.46137062,0.67777747,-0.87040406,-1.0
285,3.5,482.484375,0.9953091,0.0967457,-0.78590345,0.61834925,0.47931892,-0.9893836,-1.0
286,3.2,482.484375,0.9857163,0.16841432,-0.6264502,0.77946144,0.23487519,-1.2882209,-1.0
287,3.5,482.484375,0.9831873,0.18259968,-0.39334217,0.91939217,-0.08123438,-1.4636198,-1.0
288,7.9,482.484375,0.9882228,0.15302196,-0.053834166,0.9985499,-0.18217373,-2.091223,-1.0
289,3.0,482.484375,0.9917129,0.12847373,0.4392444,0.89836764,-0.022522766,-3.042016,-1.0
290,3.7,482.484375,0.9899389,0.14149532,0.9067812,0.4216015,0.12735254,-3.6834347,-1.0
291,3.5,482.484375,0.9888562,0.14887398,0.9594744,-0.28179583,-0.14034721,-3.3163161,-1.0
292,3.0,482.484375,0.9973518,0.0727282,0.6556874,-0.7550325,-0.63812274,-2.2990808,-1.0
293,2.8,482.484375,0.99648315,-0.083793186,0.3360572,-0.9418416,-0.8804552,-1.447835,-1.0
294,3.4,482.484375,0.9630289,-0.26939806,0.16697074,-0.98596185,-0.9376299,-0.3751717,-1.0
295,3.3,482.484375,0.90711683,-0.4208789,0.16345584,-0.9865506,-0.6345928,0.28232235,-1.0
296,4.2,482.484375,0.8748924,-0.48431736,0.23555109,-0.97186196,-0.06546638,0.4333964,-1.0
297,2.9,482.484375,0.8996724,-0.4365656,0.30622408,-0.95195943,0.5862186,0.32470694,-1.0
298,3.4,482.484375,0.9599291,-0.28024292,0.37625936,-0.9265144,1.0446796,0.48056605,-1.0
299,3.2,482.484375,0.99833846,-0.05762187,0.5064665,-0.8622596,1.1543744,1.0358156,-1.0
300,3.5,482.484375,0.99191797,0.12688096,0.77108836,-0.63672817,0.63767546,2.4803927,-1.0
301,0.0,482.484375,0.97682077,0.21405874,0.99153835,-0.12981406,0.28052866,2.9967473,-1.0
302,3.4,482.484375,0.96603227,0.25842148,0.9027504,0.43016487,0.21775696,2.6207414,-1.0
303,0.0,482.484375,0.95607346,0.29312718,0.60721713,0.79453593,0.13857433,2.081739,-1.0
304,3.0,482.484375,0.9555513,0.2948248,0.26236504,0.9649687,-0.13617538,1.7927049,-1.0
305,3.3,482.484375,0.96978647,0.2439554,-0.042209286,0.9991088,-0.4029546,1.293753,-1.0
306,3.7,482.484375,0.9893551,0.14552172,-0.22606395,0.97411245,-0.5917057,0.5546821,-1.0
307,3.2,482.484375,0.9999973,0.0023166097,-0.2962963,0.95509607,-0.813339,0.13644996,-1.0
308,4.8,482.484375,0.98674035,-0.16230677,-0.26213264,0.96503186,-0.79469186,-0.53758144,-1.0
309,0.0,482.484375,0.9565796,-0.29147118,-0.06738927,0.99772674,-0.48485208,-1.4814029,-1.0
310,3.6,482.484375,0.94635844,-0.3231187,0.35933888,0.93320715,0.19150014,-2.8994424,-1.0
311,0.0,482.5,0.9800642,-0.19868095,0.90213937,0.43144476,1.0695052,-4.6022663,-1.0
312,4.1,482.5,0.9987333,0.050317753,0.85703623,-0.5152561,1.260977,-4.9289436,-1.0
313,3.5,482.5,0.97176796,0.2359385,0.18050256,-0.9835745,0.5835795,-3.4851346,-1.0
314,3.0,482.5,0.9582074,0.28607437,-0.3657376,-0.930718,-0.030811016,-2.1220818,-1.0
315,3.3,482.5,0.9727757,0.23174874,-0.617316,-0.78671527,-0.49186182,-0.8360904,-1.0
316,3.0,482.5,0.9940985,0.108481474,-0.6639128,-0.74781,-0.7236598,0.19151618,-1.0
317,3.2,482.5,0.99914503,-0.041342627,-0.5658774,-0.8244894,-0.7458402,1.0295373,-1.0
318,3.4,482.515625,0.9852035,-0.17138869,-0.33619773,-0.9417914,-0.5471848,1.5476768,-1.0
319,3.2,482.515625,0.9690053,-0.24703997,-0.0060260687,-0.9999818,-0.22961311,1.8265513,-1.0
320,3.5,482.515625,0.96130437,-0.27548844,0.40755144,-0.91318226,-0.089511886,2.456343,-1.0
321,3.2,482.515625,0.9604474,-0.2784616,0.8141162,-0.58070207,0.058065604,2.8272836,-1.0
322,3.7,482.515625,0.9696103,-0.24465463,0.99865276,-0.051891465,0.33088052,2.7302244,-1.0
323,2.8,482.515625,0.99114835,-0.13275906,0.9136667,0.40646413,0.82467836,1.8781393,-1.0
324,3.7,482.515625,0.99707407,0.07644175,0.7777781,0.628539,1.2269219,0.73586583,-1.0
325,3.7,482.515625,0.94519687,0.326501,0.7461949,0.6657275,1.2684838,-0.18801183,-1.0
326,2.7,482.515625,0.8599841,0.5103208,0.7675489,0.6409904,0.71632946,-0.07929882,-1.0
327,6.6,482.515625,0.8078176,0.5894326,0.79539055,0.6060972,0.21244615,-0.33916554,-1.0
328,3.2,482.515625,0.8223187,0.56902725,0.82658184,0.5628165,-0.45591033,-0.20005375,-1.0
329,3.0,482.515625,0.89214665,0.45174587,0.8631778,0.50490016,-0.87812585,-0.5182568,-1.0
330,3.7,482.515625,0.9670622,0.25454023,0.9175173,0.3976959,-1.191117,-0.7163488,-1.0
331,3.7,482.515625,0.99993515,0.011386628,0.9730591,0.23055573,-1.2255604,-1.0545738,-1.0
332,3.5,482.515625,0.97914714,-0.2031523,0.9990715,-0.043084007,-0.9120858,-1.6657993,-1.0
333,2.7,482.515625,0.9304425,-0.3664379,0.94124883,-0.33771375,-0.7769587,-1.3154572,-1.0
334,3.9,482.515625,0.8748686,-0.48436034,0.8443881,-0.5357319,-0.50078875,-0.9005881,-1.0
335,3.2,482.515625,0.8507267,-0.5256083,0.73668003,-0.67624146,0.036150765,-0.876615,-1.0
336,3.7,482.515625,0.8825147,-0.47028476,0.6109207,-0.7916918,0.59387624,-0.81107694,-1.0
337,0.0,482.515625,0.944357,-0.32892236,0.52087307,-0.8536341,0.91863567,-0.2367917,-1.0
338,4.8,482.515625,0.99166566,-0.12883796,0.5278878,-0.8493141,1.0867819,0.37933603,-1.0
339,7.9,482.515625,0.9972,0.07478037,0.6615072,-0.74993885,0.8956991,1.3281221,-1.0
340,3.8,482.515625,0.9806605,0.19571672,0.9026536,-0.43036792,0.30275533,2.6751587,-1.0
341,3.5,482.515625,0.9794052,0.20190431,0.98307544,0.18320104,-0.17833947,3.4530547,-1.0
342,3.0,482.515625,0.98579425,0.16795744,0.6752299,0.73760736,-0.12696256,2.8863878,-1.0
343,4.6,482.515625,0.98658913,0.16322342,0.2732133,0.96195346,0.049865097,1.778246,-1.0
344,3.0,482.515625,0.9847761,0.17382781,0.016252596,0.9998679,0.029034194,0.85752124,-1.0
345,3.2,482.515625,0.98733175,0.15866935,-0.09923147,0.9950644,-0.18811475,0.3048918,-1.0
346,3.0,482.515625,0.99486077,0.10125216,-0.10315426,0.9946654,-0.37561935,-0.28329295,-1.0
347,6.5,482.515625,0.99981475,0.019248901,0.025301885,0.99967986,-0.41253898,-1.0390433,-1.0
348,5.2,482.515625,0.99888283,-0.047255546,0.32276154,0.94648033,-0.21088971,-2.0322566,-1.0
349,0.0,482.515625,0.999257,-0.038540125,0.76979357,0.6382929,0.3182596,-3.464015,-1.0
350,3.7,482.515625,0.99769324,0.06788399,0.9942534,-0.10705212,0.64823335,-4.316937,-1.0
351,3.5,482.515625,0.9896161,0.14373575,0.6521197,-0.758116,0.05352728,-3.0649781,-1.0
352,3.2,482.515625,0.99404037,0.10901272,0.19633102,-0.98053765,-0.38101432,-2.0608528,-1.0
353,2.3,482.515625,0.9999627,0.00863576,-0.12603565,-0.99202573,-0.576794,-1.2244728,-1.0
354,3.3,482.515625,0.9947795,-0.10204774,-0.30752265,-0.95154077,-0.49068066,-0.6858787,-1.0
355,0.0,482.515625,0.98361766,-0.1802673,-0.3851506,-0.9228537,-0.2734095,-0.17566127,-1.0
356,3.1,482.515625,0.980563,-0.19620445,-0.40216115,-0.9155689,0.11565461,-0.01606817,-1.0
357,3.5,482.515625,0.98840296,-0.15185376,-0.3467912,-0.9379423,0.31750354,0.63562745,-1.0
358,3.2,482.515625,0.9966379,-0.081932254,-0.14441806,-0.98951674,0.34672338,1.5057733,-1.0
359,3.0,482.515625,0.99970335,-0.02435623,0.24401332,-0.96977186,0.18184274,2.4608169,-1.0
360,3.7,482.515625,0.99926823,-0.038249455,0.773789,-0.6334435,-0.34219536,3.9244893,-1.0
361,2.4,482.53125,0.98981774,-0.14234042,0.98022777,0.19787249,-0.57485515,4.6609826,-1.0
362,3.1,482.53125,0.979012,-0.20380263,0.4957588,0.86846024,0.033453528,3.68688,-1.0
363,3.5,482.53125,0.9938643,-0.11060648,-0.03463791,0.9993999,0.83899647,1.9110662,-1.0
364,3.5,482.53125,0.9961726,0.08740816,-0.29828504,0.95447683,1.0649244,0.85464096,-1.0
365,4.7,482.53125,0.96141475,0.27510303,-0.41929984,0.9078478,0.79148597,0.51715356,-1.0
366,3.5,482.53125,0.9235741,0.38342002,-0.49116737,0.8710652,0.32512176,0.33870104,-1.0
367,0.0,482.53125,0.91781044,0.39701888,-0.5300462,0.84796876,-0.18325649,0.124156766,-1.0
368,3.7,482.53125,0.9527731,0.303683,-0.5666845,0.8239349,-0.7935913,0.28452623,-1.0
369,3.7,482.53125,0.9938054,0.11113425,-0.59117633,0.80654234,-1.1323743,-0.042739224,-1.0
370,3.7,482.546875,0.99170595,-0.1285276,-0.5474357,0.8368478,-1.2078863,-0.5612234,-1.0
371,3.9,482.546875,0.94130194,-0.33756572,-0.37014085,0.92897564,-0.878245,-1.5062068,-1.0
372,4.0,482.546875,0.8989404,-0.43807092,0.046751875,0.99890655,-0.1576456,-2.7997038,-1.0
373,3.0,482.546875,0.92396736,-0.38247132,0.6832628,0.7301725,0.7649647,-4.2338233,-1.0
374,4.2,482.546875,0.98680156,-0.16193403,0.98901117,-0.14784102,1.3823134,-5.1428294,-1.0
375,0.0,482.546875,0.9952031,0.097830355,0.43134516,-0.902187,1.1071898,-4.395586,-1.0
376,3.8,482.546875,0.96525556,0.26130772,-0.30563447,-0.9521489,0.5629953,-3.1942914,-1.0
377,2.7,482.546875,0.95008063,0.3120044,-0.7225992,-0.6912672,-0.004373544,-1.8342506,-1.0
378,3.0,482.546875,0.96319395,0.26880747,-0.87401175,-0.48590475,-0.4254082,-0.765917,-1.0
379,4.0,482.546875,0.98588157,0.167444,-0.92029345,-0.39122874,-0.5914638,-0.32418272,-1.0
380,3.7,482.546875,0.9994197,0.034062512,-0.9198066,-0.39237207,-0.7203899,0.3031567,-1.0
381,3.0,482.546875,0.99428886,-0.10672236,-0.8720714,-0.48937872,-0.6585772,0.7545824,-1.0
382,3.3,482.546875,0.9763475,-0.2162072,-0.7661366,-0.6426778,-0.43024695,1.1035047,-1.0
383,0.0,482.546875,0.96632886,-0.25731018,-0.6124772,-0.79048824,0.011256854,1.0427448,-1.0
384,3.1,482.546875,0.9766982,-0.2146172,-0.43196508,-0.90189034,0.40843928,1.1191705,-1.0
385,4.4,482.546875,0.9920134,-0.12613265,-0.14495435,-0.98943835,0.43624678,1.9634116,-1.0
386,3.0,482.546875,0.9983257,-0.0578426,0.33805275,-0.9411272,0.19259879,3.0041113,-1.0
387,0.0,482.546875,0.997845,-0.06561564,0.8769354,-0.48060825,-0.25898036,4.186185,-1.0
388,3.5,482.546875,0.9922031,-0.124631256,0.9329259,0.36006844,-0.19802128,4.224459,-1.0
389,3.0,482.546875,0.9949977,-0.099898264,0.46131662,0.8872356,0.47045925,2.9128244,-1.0
390,3.7,482.546875,0.9984321,0.055976756,0.05909126,0.9982526,1.0093063,1.3624667,-1.0
391,4.5,482.546875,0.96623856,0.25764918,-0.12436645,0.9922364,0.96386576,0.5579446,-1.0
392,3.2,482.546875,0.91750175,0.39773172,-0.21704574,0.9761614,0.47908148,0.44333628,-1.0
393,3.6,482.546875,0.9043125,0.42687103,-0.31392944,0.9494463,-0.1712549,0.5823962,-1.0
394,3.1,482.546875,0.9371721,0.34886736,-0.39515316,0.9186152,-0.66123843,0.2672818,-1.0
395,2.7,482.546875,0.98514366,0.17173219,-0.439404,0.89828956,-1.1353499,0.162961,-1.0
396,3.5,482.546875,0.9981915,-0.060114972,-0.38901848,0.92122996,-1.1224874,-0.79220253,-1.0
397,2.2,482.546875,0.9703169,-0.241837,-0.10535461,0.9944347,-0.6349467,-2.2289684,-1.0
398,3.9,482.546875,0.95472103,-0.29750243,0.45309332,0.8914631,0.09772327,-3.5579913,-1.0
399,3.0,482.546875,0.9787832,-0.2048986,0.96448755,0.26412836,0.7811598,-4.61122,-1.0
400,3.7,482.546875,0.99879944,-0.04898645,0.8108992,-0.5851859,0.6612014,-4.042265,-1.0
401,2.9,482.5625,0.99912226,0.0418892,0.24789146,-0.9687878,0.24071209,-2.8737283,-1.0
402,3.5,482.5625,0.99836695,0.057126332,-0.21111085,-0.9774621,-0.053688828,-1.7989256,-1.0
403,3.7,482.5625,0.9996422,0.026748164,-0.44709316,-0.8944874,-0.21853796,-0.7497847,-1.0
404,3.5,482.5625,0.99991184,-0.013277396,-0.52009845,-0.8541063,-0.16629183,-0.10503297,-1.0
405,2.7,482.5625,0.9993597,-0.03577956,-0.48839143,-0.87262464,-0.055456243,0.4700175,-1.0
406,5.7,482.5625,0.99932706,-0.03667924,-0.3485851,-0.93727714,0.03584832,1.0889106,-1.0
407,14.0,482.5625,0.9995819,-0.028914105,-0.06406049,-0.997946,0.015419764,1.8648123,-1.0
408,3.6,482.5625,0.999048,-0.0436247,0.39434057,-0.9189644,-0.1944436,2.862509,-1.0
409,3.7,482.5625,0.99349296,-0.11389346,0.8835632,-0.46831197,-0.491232,3.8547788,-1.0
410,3.2,482.5625,0.9781664,-0.20782329,0.95315397,0.30248564,-0.3515666,3.854502,-1.0
411,3.2,482.5625,0.97661525,-0.21499458,0.5657837,0.8245537,0.30836308,2.6655433,-1.0
412,3.0,482.5625,0.9946524,-0.1032792,0.17657478,0.9842872,0.7802929,1.5921425,-1.0
413,0.0,482.5625,0.9968366,0.07947828,-0.02919729,0.99957365,0.98115534,0.5397256,-1.0
414,3.5,482.5625,0.9676774,0.25219122,-0.08986937,0.99595356,0.72311723,0.12823705,-1.0
415,3.2,482.5625,0.93827623,0.3458868,-0.10095596,0.99489087,0.23478915,0.01794196,-1.0
416,3.4,482.5625,0.93552274,0.35326642,-0.055782873,0.99844295,-0.15338603,-0.47418767,-1.0
417,0.0,482.5625,0.96092355,0.2768138,0.04773818,0.9988599,-0.62538356,-0.59773177,-1.0
418,3.3,482.5625,0.9906532,0.13640445,0.22748582,0.9737814,-0.75675434,-1.2804887,-1.0
419,2.7,482.5625,0.99996346,-0.008546882,0.52822286,0.8491058,-0.64586586,-2.0279894,-1.0
420,3.9,482.5625,0.99562395,-0.093450606,0.88005304,0.47487536,-0.19376013,-3.1264434,-1.0
421,3.2,482.5625,0.9961512,-0.0876512,0.975717,-0.219035,0.16829355,-3.8272698,-1.0
422,3.4,482.5625,0.9970256,-0.07707063,0.6096982,-0.7926337,-0.102681845,-2.9977047,-1.0
423,3.4,482.5625,0.99216354,-0.12494607,0.16054763,-0.9870281,-0.339236,-1.9761066,-1.0
424,3.9,482.5625,0.98139447,-0.19200231,-0.15450002,-0.98799276,-0.2953082,-1.2397668,-1.0
425,2.7,482.5625,0.97223103,-0.23402321,-0.324212,-0.9459844,-0.10703831,-0.5475331,-1.0
426,3.2,482.5625,0.97372365,-0.22773275,-0.37347123,-0.92764175,0.17413285,0.017451428,-1.0
427,3.0,482.5625,0.98682564,-0.16178723,-0.3344678,-0.9424072,0.47799128,0.4262796,-1.0
428,3.7,482.5625,0.99822813,-0.059503086,-0.1721482,-0.98507106,0.506511,1.3075671,-1.0
429,4.2,482.5625,0.99962986,0.027206121,0.18126589,-0.98343414,0.3070696,2.3025436,-1.0
430,3.5,482.5625,0.9994998,0.0316254,0.71449333,-0.6996423,-0.29508716,3.851976,-1.0
431,3.0,482.5625,0.99862653,-0.05239361,0.998749,0.050004106,-0.4364825,4.1648345,-1.0
432,3.5,482.5625,0.994517,-0.10457486,0.68489665,0.7286402,-0.011550993,3.3195853,-1.0
433,3.7,482.5625,0.9981698,-0.06047382,0.19167931,0.9814576,0.43109563,2.293199,-1.0
434,3.3,482.5625,0.99880475,0.048877947,-0.17708762,0.9841951,0.60889274,1.4713186,-1.0
435,3.4,482.5625,0.9869484,0.16103692,-0.40799093,0.912986,0.4752006,1.008526,-1.0
436,3.2,482.5625,0.9733053,0.22951423,-0.54797333,0.83649576,0.19637851,0.62912625,-1.0
437,4.7,482.5625,0.9712244,0.23816611,-0.6143376,0.78904325,-0.114064395,0.20008244,-1.0
438,3.7,482.5625,0.9837811,0.17937313,-0.62904507,0.77736884,-0.47368827,-0.029067295,-1.0
439,4.5,482.5625,0.9977398,0.06719607,-0.57834303,0.8157937,-0.62466675,-0.6494671,-1.0
440,8.8,482.578125,0.998181,-0.060288906,-0.4086102,0.912709,-0.6043314,-1.3672148,-1.0
441,4.0,482.578125,0.9896816,-0.14328414,-0.02031817,0.9997936,-0.16542275,-2.7131188,-1.0
442,4.0,482.578125,0.99489576,-0.10090778,0.6394249,0.76885355,0.6275483,-4.465736,-1.0
443,9.5,482.578125,0.99595493,0.08985419,0.98745555,-0.15789737,1.1144518,-5.5687323,-1.0
444,3.9,482.578125,0.97281086,0.23160112,0.43384737,-0.9009864,0.23296559,-3.885139,-1.0
445,0.0,482.59375,0.98063475,0.19584548,-0.16693918,-0.9859672,-0.5455231,-2.333833,-1.0
446,3.1,482.59375,0.99871755,0.05062844,-0.51139283,-0.8593471,-0.85429734,-1.4312049,-1.0
447,4.2,482.59375,0.9920816,-0.12559532,-0.68179923,-0.73153937,-0.8538997,-0.7803729,-1.0
448,3.3,482.59375,0.9634204,-0.2679946,-0.7689004,-0.6393686,-0.56310475,-0.5478553,-1.0
449,4.2,482.59375,0.9426696,-0.33372754,-0.8351018,-0.5500955,-0.111098304,-0.597552,-1.0
450,3.8,482.59375,0.9530445,-0.3028304,-0.9104081,-0.41371146,0.4286335,-0.9689661,-1.0
451,2.8,482.59375,0.9844164,-0.17585309,-0.980844,-0.19479467,0.8488184,-1.3267165,-1.0
452,3.2,482.59375,0.999956,0.009376342,-0.9968529,0.07927352,0.9663301,-1.4140797,-1.0
453,3.7,482.59375,0.9830312,0.1834384,-0.9414266,0.33721802,0.7421149,-1.2186286,-1.0
454,3.4,482.671875,0.9559324,0.29358697,-0.83540606,0.5496332,0.36875662,-1.1576462,-1.0
455,3.9,482.671875,0.94506145,0.3268927,-0.67507815,0.73774624,-0.017715653,-1.3416892,-1.0
456,3.2,482.671875,0.9606109,0.2778969,-0.46257606,0.8865796,-0.4745436,-1.30555,-1.0
457,0.0,482.671875,0.9862562,0.16522336,-0.17111102,0.9852518,-0.6271252,-1.8600188,-1.0
458,3.7,482.671875,0.99772936,0.06735078,0.3167177,0.9485198,-0.28262368,-3.1707008,-1.0
459,3.0,482.671875,0.9970986,0.07612057,0.89991885,0.43605736,0.35826805,-4.7472897,-1.0
460,3.9,482.671875,0.98922825,0.14638138,0.870971,-0.49133435,0.17576417,-4.5547476,-1.0
461,3.2,482.671875,0.99594504,0.089963555,0.32021976,-0.9473433,-0.7314038,-2.7229354,-1.0
462,3.0,482.671875,0.9934105,-0.11461048,-0.056150895,-0.99842227,-1.220022,-1.1922914,-1.0
463,3.0,482.671875,0.93902737,-0.34384248,-0.21454524,-0.9767141,-1.0634966,-0.5040722,-1.0
464,3.7,482.671875,0.87402374,-0.48588324,-0.3106683,-0.95051837,-0.45938987,-0.5585912,-1.0
465,5.7,482.671875,0.86558366,-0.5007643,-0.44181937,-0.897104,0.2973273,-0.87783384,-1.0
466,6.0,482.671875,0.92470896,-0.3806748,-0.6171736,-0.78682697,1.0214814,-1.1712881,-1.0
467,3.7,482.671875,0.99061376,-0.13669065,-0.7760094,-0.63072133,1.4627565,-1.0096917,-1.0
468,3.2,482.671875,0.9845734,0.17497177,-0.8752651,-0.4836434,1.5985587,-0.70730126,-1.0
469,2.8,482.671875,0.88985944,0.45623484,-0.9118421,-0.41054103,1.3167738,-0.057340693,-1.0
470,3.8,482.671875,0.77721834,0.62923104,-0.8770004,-0.48048967,0.70969516,0.8797383,-1.0
471,2.7,482.671875,0.7396439,0.6729985,-0.6899026,-0.7239022,-0.15787381,2.2373827,-1.0
472,3.2,482.671875,0.8155198,0.57872915,-0.17995943,-0.98367405,-1.0623574,3.607232,-1.0
473,3.7,482.671875,0.95460737,0.2978671,0.6635713,-0.74811304,-2.067993,5.470431,-1.0
474,3.0,482.671875,0.98443955,-0.17572339,0.9246355,0.38085315,-2.4775822,6.404264,-1.0
475,0.0,482.671875,0.8425769,-0.53857607,0.10314037,0.9946668,-1.3736571,4.262235,-1.0
476,3.0,482.671875,0.7356956,-0.6773123,-0.55986375,0.8285847,-0.38813347,2.7602625,-1.0
477,3.7,482.6875,0.74488974,-0.6671876,-0.850773,0.5255333,0.5020722,1.509683,-1.0
478,3.2,482.6875,0.8498292,-0.5270581,-0.93686855,0.34968176,1.2128005,0.49721143,-1.0
479,3.2,482.6875,0.9651212,-0.26180345,-0.9451262,0.32670552,1.6306261,-0.19036041,-1.0
480,3.5,482.6875,0.9975942,0.069324024,-0.91885656,0.39459172,1.6408744,-0.46484527,-1.0
481,3.0,482.6875,0.9327169,0.36060938,-0.87324095,0.4872887,1.29281,-0.49982584,-1.0
482,7.2,482.6875,0.8441248,0.5361468,-0.83609307,0.54858756,0.64110684,-0.16804959,-1.0
483,4.4,482.6875,0.8124576,0.5830202,-0.8350558,0.5501652,-0.08454268,0.165487,-1.0
484,4.4,482.6875,0.8612493,0.50818264,-0.8702902,0.49253926,-0.793436,0.49129668,-1.0
485,3.2,482.6875,0.95404446,0.2996651,-0.9359394,0.3521612,-1.4492837,1.0133398,-1.0
486,3.4,482.6875,0.9997555,-0.022111038,-0.991438,0.1305786,-1.7426606,1.2221291,-1.0
487,4.0,482.6875,0.9396856,-0.3420395,-0.99767333,-0.068175845,-1.4552928,0.71778595,-1.0
488,2.8,482.6875,0.83652884,-0.54792285,-0.9908796,-0.1347501,-0.8104444,-0.094726466,-1.0
489,4.5,482.6875,0.78849983,-0.615035,-0.9998949,-0.014497249,-0.0047756312,-1.1415029,-1.0
490,3.8,482.703125,0.8316452,-0.5553073,-0.95206654,0.30589104,0.7263458,-2.130838,-1.0
491,3.8,482.703125,0.9303635,-0.36663845,-0.6474779,0.7620842,1.3836157,-3.4616299,-1.0
492,3.5,482.703125,0.99918056,-0.0404749,0.14655356,0.98920274,1.9716325,-5.12585,-1.0
493,3.2,482.703125,0.9169632,0.3989718,0.9772404,0.21213485,2.4161875,-6.7532163,-1.0
494,3.2,482.703125,0.70322734,0.7109651,0.54056275,-0.8413037,1.1879795,-5.0130005,-1.0
495,3.0,482.703125,0.6369778,0.7708821,-0.24348637,-0.9699043,-0.29001307,-3.1728716,-1.0
496,3.3,482.703125,0.76941895,0.6387444,-0.65379655,-0.75667036,-1.5117265,-1.5385361,-1.0
497,3.3,482.703125,0.9518858,0.30645284,-0.7742405,-0.63289154,-2.2018096,-0.27193052,-1.0
498,3.7,482.703125,0.9896534,-0.14347872,-0.7586773,-0.65146667,-2.2452476,0.40226597,-1.0
499,3.0,482.703125,0.85144717,-0.52444047,-0.68241507,-0.7309649,-1.7515737,0.5882331,-1.0
