step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
346,0.0,96.765625,0.99916714,-0.040804897,0.10113286,-0.0037205845072963693
347,7.0,96.765625,0.9995447,-0.030173825,0.21275644,-0.0035877984448159416
348,6.4,96.765625,0.9997689,-0.02149751,0.17358479,-0.005449426853163855
349,6.0,96.765625,0.99998546,-0.005397891,0.32202497,-0.004678986059370267
350,5.4,96.765625,0.9998037,0.019813418,0.5042527,-0.011941314497671933
351,7.4,96.765625,0.999469,0.03258502,0.2555215,-0.028907711352692017
352,5.4,96.765625,0.9994475,0.033236273,0.013032069,-0.010757979828523041
353,6.9,96.765625,0.99907106,0.043092832,0.1972757,-0.0022501167668438314
354,5.7,96.765625,0.9989955,0.044811495,0.03440655,-0.007443186129132263
355,11.5,96.765625,0.99911684,0.042018007,-0.05592252,-0.0028104878833662647
356,6.7,96.765625,0.9988588,0.047761086,0.11497763,-0.0029427806040717656
357,6.6,96.765625,0.9984162,0.056259334,0.17019582,-0.003621565930604622
358,6.1,96.765625,0.9984546,0.055574406,-0.013720026,-0.008337380848755627
359,6.0,96.765625,0.9983074,0.058157936,0.051754367,-0.003135684780736112
360,5.9,96.765625,0.9979453,0.06407177,0.11849839,-0.00367778567872492
361,6.3,96.765625,0.9965345,0.083180256,0.38321573,-0.007601367669830665
362,5.7,96.765625,0.99501383,0.09973705,0.3325335,-0.02218859037447859
363,8.5,96.765625,0.9943285,0.10635238,0.13301486,-0.02438303676833325
364,6.2,96.78125,0.99281836,0.11963166,0.26729962,-0.013255138206406546
365,6.9,96.78125,0.991868,0.12727071,0.15395889,-0.023358120552680137
366,8.0,96.796875,0.9916217,0.12917602,0.0384236,-0.02063487886330141
367,6.6,96.796875,0.99260455,0.1213927,-0.15690334,-0.02072266784521819
368,6.9,96.796875,0.99345773,0.114200644,-0.14484988,-0.017548326636773203
369,6.7,96.796875,0.9953231,0.09660169,-0.35395536,-0.019058410066957424
370,5.7,96.796875,0.99741775,0.07181795,-0.4974548,-0.023962153144298164
371,6.5,96.796875,0.99860764,0.05275175,-0.38207167,-0.030081043950203126
372,6.9,96.796875,0.99913186,0.041660037,-0.22208305,-0.01802774829608339
373,8.3,96.796875,0.9991104,0.042171866,0.010245584,-0.008465745338665542
374,5.7,96.796875,0.9987577,0.049829956,0.15332453,-0.002342068081823564
375,7.0,96.8125,0.9989653,0.04547879,-0.087122336,-0.008266304679339576
376,6.5,96.8125,0.9992685,0.038243387,-0.14483534,-0.0032035026341487084
377,6.7,96.8125,0.99913675,0.041542374,0.06603231,-0.005036172082834728
378,5.7,96.8125,0.9993294,0.036616646,-0.09859001,-0.0038663205560346705
379,7.5,96.8125,0.999713,0.023956152,-0.25332776,-0.00378879636747176
380,0.0,96.8125,0.9997925,0.020369787,-0.07174494,-0.00818128525358056
381,6.1,96.8125,0.9997382,0.02287932,0.050202385,-0.0014354297806560168
382,5.7,96.8125,0.99949557,0.031757917,0.17763886,-0.0013160720229509486
383,6.5,96.8125,0.9991662,0.040827427,0.18151042,-0.004182144461842427
384,6.2,96.8125,0.99871194,0.050738685,0.19843401,-0.004970747425720693
385,6.5,96.8125,0.9986039,0.05282357,0.041753765,-0.008199628856676727
386,7.0,96.828125,0.99837935,0.0569095,0.08184194,-0.002967276406620599
387,6.8,96.828125,0.9973636,0.07256612,0.31379393,-0.0055041410453384116
388,6.7,96.828125,0.9968846,0.07887446,0.12653023,-0.017717917936223713
389,5.9,96.828125,0.99695,0.07804344,-0.016671915,-0.00965505921420876
390,6.3,96.828125,0.9966799,0.08141948,0.06773665,-0.006160737743592731
391,6.2,96.828125,0.9962977,0.085969806,0.09132695,-0.007165072470817878
392,6.4,96.828125,0.99661463,0.08221483,-0.0753664,-0.010618255420211505
393,6.0,96.84375,0.99730414,0.07337887,-0.17725717,-0.008531427396813182
394,7.4,96.84375,0.9981954,0.06004902,-0.2671942,-0.009470233884269721
395,6.8,96.828125,0.99828434,0.058552522,-0.029982753,-0.012390885162960677
396,7.0,96.828125,0.9985936,0.053016555,-0.110892184,-0.004214707803333901
397,6.0,96.828125,0.99918896,0.040266946,-0.25527173,-0.00555013418703606
398,5.8,96.828125,0.9995964,0.028408669,-0.23730686,-0.008145323914699467
399,5.7,96.828125,0.9998218,0.018878294,-0.1906615,-0.006467260361657962
400,6.2,96.828125,0.99992895,0.011920594,-0.1391708,-0.0040535542854103265
401,5.4,96.828125,0.9999381,0.011129269,-0.015827551,-0.0026606470923695074
402,6.2,96.828125,0.9999758,0.006960659,-0.08337567,-0.0004049196290829009
403,6.0,96.828125,0.9999954,0.003028355,-0.078647114,-0.0007436125617398104
404,6.2,96.828125,0.99992406,0.012323112,0.18590128,-0.0036850096006407432
405,6.4,96.828125,0.9996968,0.024622837,0.24603803,-0.0037229172427005507
406,7.7,96.828125,0.9995894,0.028654486,0.08066167,-0.008162030221308701
407,5.5,96.828125,0.9996361,0.026975548,-0.033591773,-0.0022908912257455514
408,6.0,96.828125,0.9997895,0.020519452,-0.12915856,-0.0014366653786268325
409,5.3,96.84375,0.99999577,0.002903522,-0.3523473,-0.004619061711914334
410,0.0,96.84375,0.99999875,-0.0015733769,-0.089538075,-0.015442353511846073
411,5.9,96.84375,0.99991006,-0.0134139275,-0.23681904,-0.0017528704441465176
412,6.4,96.84375,0.99981695,-0.01913118,-0.11436035,-0.006568773861905137
413,5.7,96.84375,0.99985886,-0.016799489,0.04664136,-0.003040438069249001
414,10.4,96.84375,0.99997264,-0.007396226,0.18807971,-0.001554355410968797
415,6.2,96.84375,0.99998635,-0.0052289995,0.043345395,-0.004453128416564028
416,5.9,96.84375,0.99999994,0.00025867965,0.10975406,-0.0004350635724352334
417,7.6,96.859375,0.99998146,0.0060918117,0.1166634,-0.0012066665837787126
418,8.0,96.859375,0.9999996,0.00089807867,-0.10387541,-0.0036502991642015804
419,19.5,96.65625,0.9998796,-0.015515573,-0.32828552,-0.003331489949245452
420,10.0,96.671875,0.9997738,-0.02126984,-0.11510493,-0.013264235931082611
421,8.7,96.671875,0.9995891,-0.028665144,-0.14795259,-0.0017900754375370866
422,10.5,96.625,0.999212,-0.03968971,-0.22062127,-0.0031272834766936783
423,7.9,96.640625,0.9992462,-0.038821552,0.017376509,-0.009630059354818444
424,9.2,96.640625,0.99929464,-0.03755317,0.025386194,-0.0015993240217242483
425,7.4,96.640625,0.99936754,-0.03556105,0.039868977,-0.0015561863505880187
426,9.7,96.609375,0.9994398,-0.033467658,0.041892853,-0.0014606702487022036
427,7.7,96.609375,0.9994349,-0.03361406,-0.0029297448,-0.0013132904438004009
428,6.8,96.609375,0.99976164,-0.021833923,0.23569477,-0.004224920030039992
429,10.2,96.609375,0.9999751,-0.007062491,0.29546216,-0.006289675303521444
430,12.2,96.390625,0.9998602,0.016719308,0.47565275,-0.010308806028054453
431,9.7,96.390625,0.99920046,0.039980154,0.46541452,-0.022927173331132672
432,21.4,96.359375,0.9987387,0.05020983,0.20480275,-0.02701351151332694
433,30.9,95.796875,0.99865323,0.051881276,0.033472594,-0.008658711412495185
434,33.7,95.6875,0.9990516,0.0435427,-0.16696213,-0.005352187251168488
435,19.1,95.6875,0.99955595,0.029796904,-0.27510315,-0.00556587265764181
436,11.2,95.6875,0.9995591,0.029692518,-0.0020886431,-0.011248909889672549
437,7.3,95.6875,0.9993652,0.035625175,0.118716665,-0.0013138667546306348
438,8.6,95.6875,0.99855405,0.05375647,0.3629936,-0.004782677551141515
439,6.7,95.6875,0.9982307,0.05945982,0.114250354,-0.019782582406062958
440,21.1,95.671875,0.99750674,0.07057138,0.2227035,-0.005026198318220707
441,13.2,95.671875,0.9975197,0.07038845,-0.003667689,-0.013415331974142857
442,7.2,95.671875,0.99675703,0.08047021,0.20221223,-0.0060056884537615495
443,7.2,95.671875,0.99680674,0.079851516,-0.012413888,-0.013939052273307212
444,7.2,95.671875,0.9962746,0.08623758,0.12816411,-0.006694641642337123
445,7.3,95.671875,0.994803,0.10181841,0.3130067,-0.009739787827464055
446,7.4,95.671875,0.9942114,0.107441925,0.11309124,-0.023592786204636527
447,6.0,95.6875,0.99400854,0.109302476,0.03743145,-0.013952373394836477
448,16.1,95.703125,0.9922358,0.124371015,0.30345213,-0.01364045338486956
449,25.4,95.40625,0.99154925,0.12973067,0.10806905,-0.028460237815759383
450,21.1,88.640625,0.9921366,0.12515983,-0.09216871,-0.022027770460935528
451,20.2,86.75,0.9934948,0.113877535,-0.22727616,-0.01892722539309976
452,24.5,82.609375,0.99562484,0.09344074,-0.41095716,-0.021408162502502985
453,21.4,82.609375,0.996766,0.080358826,-0.26263383,-0.025917365862942434
454,20.9,82.59375,0.9966468,0.081824034,0.029401025,-0.015756491002132778
455,33.5,82.609375,0.99671644,0.08097114,-0.017114656,-0.007313893704463593
456,20.3,82.640625,0.99550885,0.09466873,0.2750166,-0.008979875247110877
457,21.2,82.640625,0.9949595,0.10027757,0.11271379,-0.0189716354530934
458,20.0,82.4375,0.99539435,0.09586481,-0.08868296,-0.01476037622352685
459,20.9,82.453125,0.99669904,0.0811853,-0.29474998,-0.01343881390811556
460,19.3,82.453125,0.99675447,0.080501944,-0.0137121435,-0.017447362847474546
461,20.2,82.453125,0.9971984,0.07480237,-0.11433679,-0.0076654727779087405
462,0.0,82.46875,0.9972722,0.073811404,-0.01987434,-0.006978554069252254
463,20.6,82.984375,0.9975061,0.070580564,-0.06478579,-0.0059443925559624754
464,17.9,83.0625,0.998231,0.05945462,-0.2229919,-0.007390996908163892
465,20.9,83.0,0.9980425,0.062539,0.061802547,-0.011075906072101788
466,0.0,83.015625,0.9984803,0.055109974,-0.14883845,-0.007246171034780615
467,7.9,83.046875,0.99937373,0.03538571,-0.39489624,-0.00892628504079825
468,6.9,83.046875,0.99985385,0.017096218,-0.36592093,-0.016847239319463952
469,8.3,83.359375,0.99998635,0.0052256384,-0.23742777,-0.014276779828841941
470,5.7,83.40625,0.9999993,0.0011811948,-0.080889344,-0.006699729402103956
471,10.4,83.40625,0.9999729,-0.007366067,-0.17094657,-0.001023288282835972
472,0.0,83.40625,0.99997324,-0.0073169195,0.000982973,-0.004376086315780926
473,12.7,83.453125,0.9999958,-0.0028975978,0.08838765,-0.00043714568291461603
474,8.5,83.515625,0.99995756,0.009215268,0.24226001,-0.0018718656744801188
475,8.8,83.53125,0.99995846,0.0091130985,-0.0020434803,-0.008758757172640363
476,5.1,83.546875,1.0,0.00023441507,-0.1775762,-0.0015615982005848295
477,9.8,83.5625,0.9999551,-0.009473326,-0.19415765,-0.0031658657319163777
478,6.5,83.578125,0.99989116,-0.014753235,-0.10560606,-0.004266140504544666
479,7.8,83.59375,0.9999357,-0.01134172,0.06823614,-0.002852521842064557
480,5.7,83.609375,0.99990237,-0.013974915,-0.052668147,-0.0011557377857816472
481,8.4,83.65625,0.9999218,-0.012503551,0.029429864,-0.0008536335914959363
482,6.7,83.671875,0.9997557,-0.022102948,-0.19201744,-0.0022417823247907103
483,7.5,83.65625,0.99983245,-0.018305598,0.07596258,-0.00777448176031591
484,6.2,83.6875,0.9999993,-0.0011895798,0.3423408,-0.004399282096475351
485,8.0,83.96875,0.9999521,0.00978813,0.21955734,-0.012381469812571936
486,6.0,83.96875,0.9999408,0.010882491,0.021888388,-0.006784314069584487
487,6.7,83.984375,0.9999955,0.0029830055,-0.15799393,-0.0017379263527422897
488,6.0,83.984375,0.9999048,-0.013796001,-0.33558896,-0.003942424479138763
489,8.2,84.015625,0.99957716,-0.029077135,-0.3056959,-0.011524304740489903
490,7.5,83.984375,0.9993543,-0.035930272,-0.1371355,-0.011801386144648955
491,19.0,76.5625,0.9991883,-0.040282827,-0.08711439,-0.003435452771165288
492,7.8,76.5,0.99950516,-0.031454764,0.17667553,-0.006224129745812231
493,9.5,76.5,0.9997875,-0.02061416,0.21688662,-0.004292073624254116
494,6.8,76.5,0.99983686,-0.0180612,0.051068775,-0.006133753584128054
495,12.6,76.5,0.99969023,-0.024888085,-0.13656946,-0.0019340728657413803
496,10.6,76.515625,0.9998108,-0.019451817,0.108752206,-0.005581978549526807
497,8.6,76.5,0.9999989,-0.0014805,0.35945088,-0.004689012941749073
498,7.2,76.5,0.9997689,0.02149729,0.45958894,-0.013378296187907946
499,13.9,76.53125,0.9992775,0.038007222,0.33034864,-0.0225235381931251
