step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
353,18.8,96.375,0.9914308,0.13063267,0.14766376,-0.017181917703325007
354,19.7,96.375,0.99079484,0.13537209,0.09563826,-0.02034331603620159
355,17.5,96.375,0.9904728,0.13770837,0.04716733,-0.02035332084411446
356,7.4,96.375,0.99046975,0.13773058,0.00044860863,-0.02030717121797932
357,7.1,96.375,0.989742,0.1428666,0.10374655,-0.019090913552183376
358,6.9,96.390625,0.98930234,0.14587952,0.0608965,-0.02262760044082587
359,0.0,96.390625,0.98915374,0.14688389,0.020306146,-0.02280436988512311
360,8.2,96.40625,0.98929673,0.14591788,-0.01953093,-0.02277308225433254
361,11.1,96.421875,0.98973066,0.14294475,-0.060092524,-0.02248302804135502
362,10.3,96.421875,0.9904529,0.1378515,-0.102883965,-0.02193502203302918
363,10.8,96.4375,0.9893875,0.14530092,0.15050468,-0.021183157320012413
364,9.3,96.4375,0.9885773,0.15071465,0.109480366,-0.024527798690073776
365,0.0,96.453125,0.98802435,0.15429805,0.07251636,-0.02508760426629346
366,10.4,96.453125,0.9877275,0.15618686,0.038239896,-0.025525126118903854
367,15.6,96.453125,0.9876855,0.15645257,0.0053800456,-0.025741549442574695
368,11.8,96.515625,0.98789793,0.15510519,-0.027280534,-0.0256826620239929
369,17.9,96.515625,0.98836607,0.15209377,-0.060951643,-0.0253274792571732
370,20.1,96.515625,0.9890912,0.1473043,-0.096881315,-0.024684630665286075
371,7.8,96.515625,0.9878532,0.15538989,0.16359691,-0.02379593887837236
372,10.8,96.640625,0.9868212,0.16181448,0.13013932,-0.02801929871329
373,13.8,96.640625,0.9859873,0.16682051,0.10150019,-0.02910933035834301
374,8.9,96.640625,0.985341,0.17059638,0.07661557,-0.03012136385605476
375,7.8,96.65625,0.9848719,0.17328389,0.054562848,-0.030976912756959872
376,8.3,96.65625,0.9818359,0.18973213,0.33452576,-0.031630468910041606
377,7.6,96.65625,0.98012006,0.19840525,0.17682485,-0.05162947723977766
378,7.7,96.671875,0.97834,0.20700435,0.1756288,-0.04401899683705644
379,8.2,96.6875,0.97801924,0.20851476,0.030882055,-0.050561798339795266
380,7.0,96.6875,0.97762895,0.21033685,0.037268125,-0.045218933407688996
381,0.0,96.703125,0.977153,0.21253699,0.045020763,-0.04604876659552087
382,6.7,96.71875,0.9765711,0.21519521,0.054423504,-0.047071707072000896
383,6.5,96.734375,0.97585756,0.21840793,0.06581991,-0.04833820792029399
384,6.4,96.734375,0.9749803,0.22229137,0.07962585,-0.049913652162476875
385,5.5,96.796875,0.9755731,0.2196749,-0.053655624,-0.05488352813776372
386,6.7,96.84375,0.9759985,0.21777703,-0.038899448,-0.05034182441059525
387,12.1,97.0,0.97627616,0.21652919,-0.025566677,-0.04934748171055555
388,14.6,97.0,0.9764185,0.21588628,-0.0131697785,-0.048701883415624383
389,32.7,97.015625,0.9764321,0.215825,-0.0012550658,-0.048366854993971094
390,30.1,97.03125,0.9763174,0.21634315,0.010613691,-0.048322361984863796
391,19.4,97.046875,0.97606933,0.21745948,0.022871058,-0.04856463785090449
392,20.0,97.0625,0.9756767,0.21921438,0.035965674,-0.04910573219592982
393,47.0,97.265625,0.97512144,0.22167124,0.05037646,-0.04997441725203457
394,42.6,93.5,0.9743776,0.22491862,0.066629894,-0.0512185536227166
395,40.5,93.5,0.97509986,0.22176625,-0.06468114,-0.05590919270453454
396,36.0,93.484375,0.9756332,0.21940799,-0.048356455,-0.051426709330904624
397,0.0,93.484375,0.97600263,0.21775883,-0.033800464,-0.05016665138148864
398,10.1,93.5,0.9762251,0.21675923,-0.020481339,-0.04930222796660379
399,7.0,93.5,0.9763108,0.21637303,-0.007911917,-0.04878137663316282
400,6.5,93.515625,0.97626346,0.21658623,0.0043678484,-0.048572974175379625
401,7.2,93.515625,0.97608113,0.21740659,0.016807524,-0.048663931713456905
402,7.5,93.53125,0.97575545,0.21886376,0.029862463,-0.049057915131945413
403,11.2,93.75,0.97527146,0.22101039,0.044010278,-0.049775527878665335
404,8.0,93.765625,0.97460663,0.22392389,0.059768066,-0.05085596999899439
405,6.0,93.765625,0.9737292,0.22770908,0.077710986,-0.052360365736321135
406,6.0,93.78125,0.9743124,0.22520062,-0.0515072,-0.057377156164784754
407,7.5,93.78125,0.9746783,0.22361186,-0.032606732,-0.05286194244125563
408,6.2,93.78125,0.9748446,0.22288577,-0.014897831,-0.051964962688289054
409,6.2,93.78125,0.9748193,0.22299625,0.0022665022,-0.05154541838766876
410,6.5,93.8125,0.97460127,0.22394726,0.019513689,-0.051574695411208495
411,6.4,93.8125,0.9741799,0.22577298,0.037474133,-0.05205204967393887
412,7.5,93.8125,0.97353476,0.22853893,0.05680387,-0.053004314140377755
413,6.0,93.84375,0.97434884,0.22504286,-0.07179193,-0.05748824885568728
414,9.0,93.84375,0.9749419,0.22245958,-0.053009782,-0.05303852007053364
415,0.0,93.859375,0.9753426,0.22069627,-0.0361651,-0.051607887389552076
416,6.3,93.859375,0.97556984,0.21968946,-0.020642897,-0.05064962956111838
417,6.8,93.875,0.97563434,0.21940283,-0.005875803,-0.050103153505236524
418,7.0,93.875,0.9755391,0.21982606,0.008676324,-0.04993393263351348
419,6.0,93.875,0.9752796,0.2209744,0.02354587,-0.05013011851643046
420,14.8,93.875,0.97484374,0.22288926,0.039276674,-0.05070127912924582
421,0.0,93.875,0.97421086,0.22563955,0.056443624,-0.05167909785817946
422,8.2,93.875,0.97335017,0.22932403,0.07567329,-0.05312010958821712
423,7.5,93.875,0.97394687,0.22677629,-0.05233369,-0.058110802324776945
424,11.0,93.890625,0.9743113,0.22520544,-0.032251474,-0.05360797279123276
425,6.2,93.921875,0.9744614,0.22455516,-0.013347398,-0.052702901881404765
426,6.4,93.921875,0.97440445,0.22480212,0.005068971,-0.052313955483878335
427,0.0,93.9375,0.97413766,0.2259552,0.023670565,-0.05241357921470249
428,9.4,93.96875,0.9736481,0.22805575,0.04313697,-0.05300514639782185
429,7.0,93.984375,0.97291124,0.23117894,0.06417878,-0.05412304149274904
430,7.4,93.984375,0.9736282,0.22814053,-0.062437017,-0.05883577800912368
431,8.2,93.984375,0.9740976,0.22612797,-0.04133161,-0.05436688188375606
432,15.6,93.984375,0.97434276,0.22506921,-0.021735635,-0.0532008256830894
433,8.1,93.984375,0.9743758,0.22492628,-0.002933731,-0.05258262866759707
434,6.3,93.984375,0.9741982,0.22569406,0.015760979,-0.052469667255536596
435,6.0,93.984375,0.97380143,0.2274001,0.035031527,-0.052851833632203124
436,6.1,94.0,0.9731657,0.23010549,0.055581603,-0.0537502933422978
437,5.7,94.0,0.97398597,0.22660844,-0.07183928,-0.05821930821316483
438,6.5,94.015625,0.9745705,0.22408101,-0.05188295,-0.05377135909124859
439,8.2,94.015625,0.97494805,0.2224326,-0.033822186,-0.052345170868833134
440,7.5,94.015625,0.97513676,0.22160392,-0.016997743,-0.05142885941074114
441,9.0,94.15625,0.9751456,0.22156516,-0.00079480617,-0.05096280558926075
442,9.3,94.15625,0.97497493,0.22231494,0.015379066,-0.05091621735798265
443,6.1,94.15625,0.97461665,0.22388023,0.03211527,-0.05128399495536532
444,7.5,94.15625,0.9740536,0.22631732,0.050025444,-0.05208604733505695
445,20.7,94.15625,0.97325826,0.22971359,0.06976342,-0.05336896336842369
446,45.7,93.953125,0.9739198,0.22689255,-0.057951383,-0.05821023541020337
447,40.9,93.953125,0.9743467,0.22505231,-0.037781972,-0.053724557240910034
448,44.1,93.984375,0.97455996,0.22412694,-0.018992737,-0.05267026163156479
449,44.0,93.921875,0.97457004,0.2240832,-0.00089753384,-0.052133359211549844
450,31.0,93.921875,0.97437733,0.22491954,0.017164867,-0.052077080887317
451,19.8,93.84375,0.97397256,0.22666596,0.03585452,-0.052495129975346486
452,20.7,93.84375,0.97333574,0.2293851,0.055853993,-0.05341083250980387
453,0.0,93.75,0.97415644,0.22587438,-0.07210719,-0.05787916325263272
454,24.5,93.75,0.97474825,0.22330663,-0.0527014,-0.05343124849133272
455,19.2,93.765625,0.97514,0.22158968,-0.035221424,-0.051995239758903106
456,18.4,93.765625,0.9753504,0.22066177,-0.019029161,-0.051051446555215936
457,15.2,93.75,0.97538936,0.22048949,-0.0035328264,-0.050539311919505114
458,16.6,93.75,0.9752587,0.22106661,0.011834291,-0.050425777418180565
459,17.4,93.75,0.97495234,0.22241391,0.027634243,-0.05070198005049912
460,28.6,92.65625,0.97445565,0.22457995,0.04444468,-0.05138223864412183
461,9.9,92.671875,0.97374475,0.22764249,0.06287964,-0.05250519327130526
462,12.7,92.671875,0.97449505,0.22440897,-0.066388495,-0.05713722864577621
463,6.2,92.671875,0.97503173,0.22206555,-0.04808176,-0.05266895449364766
464,6.0,92.6875,0.97538066,0.22052802,-0.031532593,-0.05137691077105314
465,5.7,92.6875,0.9755583,0.21974099,-0.01613658,-0.050541524437374086
466,6.5,92.6875,0.9755729,0.21967606,-0.0013308448,-0.05010997769939958
467,6.7,92.703125,0.9754252,0.22033092,0.013426203,-0.0500546355934218
468,20.1,92.703125,0.97510827,0.22172919,0.028674398,-0.05037030221713581
469,11.8,92.84375,0.9711389,0.23851459,0.3449713,-0.051073566013976585
470,8.2,92.859375,0.96840847,0.24936925,0.22385722,-0.07390250056866139
471,0.0,92.875,0.96701103,0.25473443,0.11088416,-0.07252975571123767
472,7.0,92.90625,0.9669864,0.254828,0.0019349916,-0.07157341873833661
473,0.0,92.921875,0.9683352,0.24965371,-0.10694401,-0.07039411298265019
474,7.5,92.921875,0.9691994,0.24627738,-0.06970373,-0.06581040881328179
475,8.5,92.9375,0.9696288,0.2445811,-0.0349957,-0.06340593142499162
476,6.9,92.9375,0.9696479,0.24450548,-0.0015598709,-0.06217477808398173
477,6.2,92.9375,0.9710758,0.23877156,-0.11818076,-0.06501401510554188
478,6.2,92.9375,0.9721299,0.23444296,-0.0891021,-0.060526178792310995
479,7.1,92.9375,0.97286665,0.23136647,-0.063269876,-0.05779501880830179
480,7.5,92.9375,0.97332454,0.22943267,-0.03974503,-0.05591416267916265
481,7.0,92.9375,0.97352684,0.22857264,-0.01767052,-0.05474779591859192
482,6.2,92.9375,0.97348386,0.2287556,0.0037589527,-0.05421277124875166
483,5.7,92.9375,0.9731934,0.22998811,0.025325652,-0.05426968049660653
484,5.9,92.953125,0.9726408,0.23231421,0.047816742,-0.05491852384618078
485,5.7,92.96875,0.9735388,0.2285217,-0.0779476,-0.05919840664442773
486,7.4,93.0,0.9741811,0.2257678,-0.056556325,-0.05476500426354169
487,6.5,93.03125,0.9745997,0.22395395,-0.037230473,-0.05318132310325071
488,6.2,93.03125,0.974815,0.22301507,-0.019265011,-0.052155683632625245
489,6.5,93.046875,0.97483736,0.2229174,-0.0020037133,-0.05161997670168902
490,5.7,93.046875,0.9746678,0.22365744,0.015184336,-0.05153820937518768
491,10.3,93.0625,0.9742983,0.2252618,0.032927424,-0.051902793945425955
492,6.7,93.0625,0.9737107,0.22778808,0.05187378,-0.052733598249866454
493,1.8,93.0625,0.97287613,0.23132673,0.072714835,-0.054079626087862036
494,6.6,93.125,0.97349477,0.22870934,-0.05379012,-0.05902352704340909
495,6.2,93.125,0.97386235,0.22713888,-0.03225812,-0.05453567054782323
496,6.3,93.125,0.9739974,0.2265592,-0.011903957,-0.053608631470412525
497,0.0,93.140625,0.9739065,0.22694953,0.008015444,-0.05324633172506013
498,6.2,93.140625,0.97358525,0.22832386,0.028227594,-0.053421934458493456
499,7.0,93.140625,0.9730175,0.23073134,0.049470488,-0.05414343619629893
