step,cpu,ram,cos(theta),sin(theta),theta_dot,reward
357,11.3,110.8125,-0.9123817,0.40934047,5.951635,-9.186301932416788
358,11.2,110.8125,-0.9956041,0.09366157,6.5586405,-10.94384302490829
359,12.6,110.8125,-0.96825457,-0.24996613,6.9288864,-13.594622269220377
360,22.7,110.75,-0.83934677,-0.5435963,6.441412,-13.15096392666482
361,16.2,110.75,-0.62832224,-0.7779532,6.333715,-10.742035265486818
362,0.0,110.75,-0.3680233,-0.92981654,6.05025,-9.078953983240991
363,13.0,110.75,-0.09409842,-0.9955629,5.6528873,-7.458004075772903
364,11.7,110.765625,0.13565339,-0.99075633,4.6062155,-5.971852449918773
365,14.4,110.765625,0.30908456,-0.95103455,3.563148,-4.184153175865289
366,14.7,110.703125,0.45442262,-0.89078623,3.149872,-2.852560504230244
367,11.5,110.703125,0.5735337,-0.819182,2.7817824,-2.2041295651524018
368,13.2,110.75,0.66998076,-0.7423785,2.467396,-1.6993992458327978
369,11.0,110.671875,0.7477809,-0.6639456,2.210612,-1.3127263940426503
370,13.4,110.640625,0.8106996,-0.58546233,2.0126529,-1.019876925161417
371,34.0,108.375,0.8619097,-0.5070618,1.8735561,-0.8002651621014527
372,28.3,110.390625,0.90385115,-0.42784703,1.7932597,-0.6378031756826068
373,12.8,110.390625,0.93817,-0.34617478,1.7723745,-0.5210388212775464
374,12.8,110.421875,0.96565247,-0.25983712,1.8127434,-0.44308682578891134
375,24.1,105.203125,0.980666,-0.19568926,1.3178656,-0.4016958570477469
376,0.0,105.203125,0.98825645,-0.15280434,0.87109864,-0.21647031305136943
377,18.7,100.8125,0.9914865,-0.13020977,0.45649537,-0.10341447710406856
378,40.4,41.890625,0.9918652,-0.12729236,0.058838043,-0.04189008449238378
379,14.2,42.90625,0.9895823,-0.14396818,-0.33663124,-0.020637817474574677
380,19.3,42.953125,0.9835378,-0.18070242,-0.7446074,-0.03620370148455124
381,19.2,43.015625,0.9778832,-0.2091516,-0.5801342,-0.09245911512002922
382,36.0,42.078125,0.9730802,-0.23046662,-0.4369979,-0.08205313027031208
383,18.8,42.0625,0.9615926,-0.27448067,-0.90984786,-0.07717956032223315
384,16.1,45.921875,0.93977153,-0.3418032,-1.4157083,-0.1640938799590891
385,15.8,46.03125,0.9015585,-0.43265718,-1.9720608,-0.3261088677107135
386,14.9,46.0625,0.837958,-0.54573476,-2.5965536,-0.593103154853467
387,11.7,46.09375,0.7566917,-0.6537719,-2.7058547,-1.0114447914140028
388,12.4,46.09375,0.63145536,-0.7754122,-3.4961836,-1.2439045251319214
389,11.4,46.125,0.44801298,-0.89402705,-4.377743,-2.01375130899237
390,12.4,46.125,0.22518061,-0.974317,-4.748263,-3.144262809176269
391,13.9,46.125,-0.03181627,-0.9994937,-5.179001,-4.06404371366095
392,16.0,46.125,-0.30815467,-0.95133626,-5.628621,-5.254589333278691
393,10.6,46.140625,-0.6014852,-0.798884,-6.642123,-6.721778338089135
394,13.6,46.1875,-0.8533737,-0.5212996,-7.5412865,-9.327124105600264
395,9.2,46.203125,-0.9890129,-0.14782935,-8.0,-12.415887372707216
396,9.3,46.203125,-0.9708198,0.23981032,-7.810872,-15.363363036088476
397,11.1,46.25,-0.8028588,0.59616923,-7.931014,-14.511621229267876
398,25.0,46.25,-0.54205513,0.84034294,-7.1838875,-12.558464403300519
399,10.3,46.265625,-0.22817156,0.97362095,-6.85363,-9.760175342521693
400,11.2,47.140625,0.060933676,0.9981418,-5.8234143,-7.944809834032393
401,12.7,47.140625,0.3237704,0.9461357,-5.3748083,-5.6747867836698
402,0.0,47.15625,0.5463266,0.8375722,-4.965206,-4.433146897321675
403,9.8,47.15625,0.70315397,0.71103764,-4.0370274,-3.455027220434674
404,10.2,47.171875,0.8248919,0.56529045,-3.8037488,-2.259396813736452
405,10.7,47.1875,0.901836,0.43207854,-3.079781,-1.811793647307439
406,8.9,47.203125,0.9570894,0.28979266,-3.0557222,-1.152132088806465
407,10.0,47.203125,0.9860727,0.16631487,-2.5383778,-1.0241857978003184
408,9.8,47.203125,0.99811506,0.061370637,-2.1136415,-0.6762556353973518
409,9.9,47.203125,0.99837756,-0.056940638,-2.3676136,-0.45451914926678566
410,11.9,47.21875,0.98153144,-0.19130094,-2.710319,-0.5678051442000328
411,21.4,47.125,0.9491797,-0.3147347,-2.5537949,-0.7756343301346486
412,31.6,47.140625,0.90275294,-0.43015948,-2.4898458,-0.7587001645835294
413,16.7,47.0625,0.82517034,-0.564884,-3.1124654,-0.8216641020710924
414,13.0,47.09375,0.7233883,-0.6904414,-3.2361283,-1.3330954047105243
415,13.3,47.09375,0.56958365,-0.8219334,-4.0539594,-1.6320477750377724
416,12.9,47.09375,0.3499135,-0.936782,-4.9704094,-2.578292187583442
417,12.3,47.09375,0.058795027,-0.9982701,-5.972996,-3.9466365957938088
418,12.8,47.09375,-0.25926006,-0.96580756,-6.4216986,-5.857713480849
419,12.3,47.09375,-0.5928222,-0.8053334,-7.4460545,-7.487902000737361
420,11.7,47.09375,-0.85318506,-0.5216083,-7.7500544,-10.411963112481425
421,13.0,47.09375,-0.987752,-0.15603174,-7.8412604,-12.73324534518108
422,16.5,47.109375,-0.9705415,0.24093401,-8.0,-15.062288557268628
423,22.3,47.109375,-0.8001038,0.59986156,-8.0,-14.803937426938443
424,0.0,47.0,-0.5353846,0.84460837,-7.250104,-12.645325783467166
425,21.4,47.015625,-0.21738115,0.9760868,-6.9166474,-9.821868588845488
426,22.3,47.0,0.07502789,0.9971814,-5.8845825,-7.991839912479756
427,22.3,47.09375,0.3400154,0.94041985,-5.4366965,-5.703943136960715
428,19.9,47.109375,0.56340575,0.82618034,-5.0313816,-4.457607479121101
429,19.9,47.109375,0.7406852,0.67185223,-4.711746,-3.4808355033003804
430,20.1,47.109375,0.8570325,0.5152624,-3.907857,-2.766791939938019
431,20.1,47.09375,0.9285744,0.3711464,-3.2214103,-1.8241552993125212
432,21.1,47.0625,0.969383,0.24555364,-2.6430504,-1.1863333454063298
433,20.7,47.09375,0.9901955,0.13968821,-2.1588852,-0.7641205817601127
434,21.8,47.09375,0.9986253,0.052416544,-1.754119,-0.48971956627095575
435,31.8,46.75,0.9988338,-0.048280977,-2.0148065,-0.3144433657469568
436,20.0,46.734375,0.9907865,-0.13543314,-1.7510173,-0.4122774326034637
437,19.5,46.734375,0.9772995,-0.2118624,-1.5525922,-0.3290615638159689
438,20.5,45.921875,0.959927,-0.28025013,-1.411489,-0.29062806255471835
439,23.2,45.796875,0.9393252,-0.34302792,-1.3216766,-0.28391718219728457
440,19.7,45.796875,0.9154845,-0.40235326,-1.2789476,-0.301279882640744
441,19.4,45.796875,0.8878608,-0.46011215,-1.2807125,-0.3390378058641197
442,19.3,45.796875,0.8395123,-0.5433407,-1.9257966,-0.3966226264100453
443,20.2,46.0,0.76091355,-0.6488533,-2.6333022,-0.7048176424775775
444,19.3,46.03125,0.6621789,-0.7493458,-2.819942,-1.195971955795994
445,19.1,46.03125,0.5393165,-0.8421032,-3.0819514,-1.5167409404208256
446,18.9,46.03125,0.36063513,-0.93270695,-4.013529,-1.9561860777517253
447,18.9,46.03125,0.1180201,-0.9930112,-5.013059,-3.0592789106894287
448,20.7,46.046875,-0.1835485,-0.98301065,-6.0578175,-4.626833832963642
449,27.6,46.046875,-0.48760885,-0.8730622,-6.495075,-6.75511413175588
450,19.6,46.0625,-0.7719115,-0.63573,-7.449872,-8.54960436460872
451,19.1,46.0625,-0.9530568,-0.30279163,-7.6266694,-11.569496310301462
452,0.0,46.078125,-0.99754626,0.07001044,-7.5537634,-13.852007601611513
453,19.5,46.09375,-0.90891135,0.41698945,-7.2012553,-15.144199219312771
454,19.1,46.109375,-0.7251417,0.6885997,-6.5885134,-12.541834906340556
455,18.7,46.125,-0.4991668,0.8665059,-5.7720637,-10.018948551240046
456,20.9,46.109375,-0.24888392,0.96853334,-5.422184,-7.718134720662867
457,21.4,46.046875,-0.0017385251,0.9999985,-4.9957843,-6.264873130304402
458,10.6,45.953125,0.22364318,0.97467107,-4.5457854,-4.9726518396102986
459,10.8,46.78125,0.39060605,0.9205579,-3.514782,-3.8801021160125355
460,0.0,46.796875,0.5290732,0.8485762,-3.1243637,-2.607114682697801
461,9.0,46.796875,0.61855674,0.78574014,-2.1879315,-2.0069179608687535
462,9.0,46.796875,0.690251,0.72357,-1.8986263,-1.2997246621497163
463,9.9,46.828125,0.7477277,0.66400546,-1.6559489,-1.0188951571232854
464,8.9,46.84375,0.7755151,0.631329,-0.8579447,-0.8055293262363266
465,12.0,46.859375,0.7966624,0.60442454,-0.68444794,-0.5444589879323873
466,9.0,47.125,0.812431,0.58305734,-0.53112954,-0.47210416144689366
467,11.1,47.125,0.8237542,0.5669471,-0.39383653,-0.4196997559390928
468,10.2,47.15625,0.83129454,0.5558322,-0.2686262,-0.38287257772505784
469,16.3,47.171875,0.83548796,0.54950875,-0.15175205,-0.3585656056546589
470,14.6,47.171875,0.8197654,0.5726995,0.5603795,-0.34476632667199936
471,20.1,47.234375,0.7811502,0.6243431,1.2899041,-0.40725258063924813
472,16.2,47.296875,0.7128811,0.70128495,2.0581615,-0.6250526803438241
473,26.9,47.90625,0.6283199,0.77795506,2.284125,-1.0316401713949903
474,26.1,47.921875,0.5235498,0.85199505,2.5675914,-1.3203249976879994
475,10.0,47.921875,0.39464617,0.9188332,2.9065878,-1.7032124248249754
476,11.2,47.9375,0.23857391,0.97112435,3.2957127,-2.206314935348477
477,15.5,47.953125,0.024691794,0.9996951,4.3240557,-2.858804141792341
478,11.6,47.953125,-0.21236748,0.9771899,4.773827,-4.264177410533502
479,13.5,47.796875,-0.48322362,0.875497,5.80672,-5.46843007413716
480,15.0,47.78125,-0.7463096,0.665599,6.7633424,-7.681961191722552
481,15.8,47.796875,-0.9286019,0.37107748,6.9625416,-10.402279917187057
482,23.7,47.578125,-0.9999951,0.0031265947,7.5408497,-12.477158700466653
483,18.5,47.703125,-0.936237,-0.35136917,7.2431946,-15.54041065065968
484,19.2,47.71875,-0.7693224,-0.63886076,6.679668,-12.993024403479039
485,14.9,47.765625,-0.5503252,-0.8349504,5.900522,-10.461321251162996
486,0.0,47.9375,-0.3278607,-0.94472605,4.9743094,-8.12339393286524
487,14.9,47.96875,-0.13533342,-0.99080014,3.9657648,-6.106770080940164
488,12.4,47.96875,0.010383077,-0.9999461,2.9226649,-4.489029386647193
489,14.1,48.015625,0.1336177,-0.99103296,2.4727051,-3.2930858747010707
490,15.2,48.03125,0.20404692,-0.9789611,1.4294305,-2.679757562702063
491,20.7,48.046875,0.25248784,-0.96760005,0.9952097,-2.072388386799407
492,22.6,48.078125,0.2510124,-0.96798384,-0.030490378,-1.8337049636017801
493,19.7,47.1875,0.22885577,-0.9734603,-0.45647827,-1.738767173527244
494,14.6,47.203125,0.15593447,-0.9877674,-1.4865736,-1.8201537790873217
495,18.6,47.015625,0.030198878,-0.9995439,-2.527399,-2.225016506044562
496,0.0,47.015625,-0.118371196,-0.9929694,-2.977057,-3.016200965313815
497,9.8,47.03125,-0.28570172,-0.9583186,-3.4217842,-3.7445136493860676
498,14.5,47.03125,-0.46334377,-0.8861786,-3.840523,-4.6364507880309365
499,9.2,47.046875,-0.6380958,-0.769957,-4.205157,-5.691968630380229
